Local;Codigo 1000;Artigo;Metragem
RUA D COLUNA 24 GAVETA 07;1000997097;28 01 9603;51,06
RUA D COLUNA 24 GAVETA 07;1000997104;28 01 9603;94,03
RUA D COLUNA 24 GAVETA 07;1000997100;28 01 9603;43,56
RUA D COLUNA 24 GAVETA 07;1000997102;28 01 9603;54,11
RUA D COLUNA 24 GAVETA 07;1000997091;28 01 9603;79,61
RUA D COLUNA 24 GAVETA 07;1000997101;28 01 9603;35,34
RUA D COLUNA 26 GAVETA 08;1000994575;28 01 9603;136,71
RUA D COLUNA 26 GAVETA 08;1000994582;28 01 9603;136,87
RUA D COLUNA 26 GAVETA 08;1000994572;28 01 9603;139,17
RUA D COLUNA 26 GAVETA 08;1000994570;28 01 9603;89,45
RUA D COLUNA 26 GAVETA 08;1000994577;28 01 9603;127,06
RUA D COLUNA 27 GAVETA 04;1000994664;28 01 9603;79,71
RUA D COLUNA 27 GAVETA 04;1000994670;28 01 9603;133,11
RUA D COLUNA 27 GAVETA 04;1000994666;28 01 9603;133,87
RUA D COLUNA 27 GAVETA 04;1000994671;28 01 9603;135,41
RUA D COLUNA 27 GAVETA 04;1000994665;28 01 9603;25,69
RUA D COLUNA 27 GAVETA 04;1000994669;28 01 9603;129,58
RUA D COLUNA 27 GAVETA 04;1000994668;28 01 9603;135,12
RUA D COLUNA 27 GAVETA 04;1000994667;28 01 9603;134,09
RUA E COLUNA 02 GAVETA 02;1000993215;28 01 9603;137,76
RUA E COLUNA 02 GAVETA 02;1000993219;28 01 9603;34,9
RUA E COLUNA 02 GAVETA 02;1000993218;28 01 9603;34,22
RUA E COLUNA 02 GAVETA 02;1000993217;28 01 9603;137,73
RUA E COLUNA 02 GAVETA 02;1000993213;28 01 9603;135,3
RUA E COLUNA 09 GAVETA 06;1000771008;28 01 9603;135,9
RUA E COLUNA 29 GAVETA 03;1000770919;28 01 9603;137,2
RUA E COLUNA 29 GAVETA 03;1000798671;28 01 9603;142,4
RUA E COLUNA 29 GAVETA 03;1000772372;28 01 9603;42,2
RUA E COLUNA 29 GAVETA 03;1000615093;28 01 9603;148
RUA E COLUNA 29 GAVETA 03;1000772368;28 01 9603;133,5
RUA E COLUNA 36 GAVETA 04;1000993180;28 01 9603;137,63
RUA E COLUNA 36 GAVETA 04;1000993176;28 01 9603;139,44
RUA E COLUNA 36 GAVETA 04;1000993181;28 01 9603;122,41
RUA E COLUNA 36 GAVETA 04;1000993178;28 01 9603;84,56
RUA E COLUNA 36 GAVETA 04;1000993186;28 01 9603;140,26
RUA E COLUNA 36 GAVETA 04;1000993187;28 01 9603;141,03
RUA E COLUNA 36 GAVETA 04;1000993184;28 01 9603;142,28
RUA E COLUNA 36 GAVETA 04;1000993179;28 01 9603;137,4
RUA E COLUNA 36 GAVETA 04;1000993177;28 01 9603;139,15
RUA E COLUNA 39 GAVETA 05;1000789883;28 01 9603;128,1
RUA E COLUNA 39 GAVETA 05;1000789882;28 01 9603;113,7
RUA E COLUNA 43 GAVETA 04;1000994673;28 01 9603;134,99
RUA E COLUNA 43 GAVETA 04;1000993208;28 01 9603;124,79
RUA E COLUNA 43 GAVETA 04;1000993207;28 01 9603;138,93
RUA E COLUNA 43 GAVETA 04;1000993206;28 01 9603;138,58
RUA E COLUNA 43 GAVETA 04;1000993202;28 01 9603;118,27
RUA E COLUNA 43 GAVETA 04;1000993200;28 01 9603;138,76
RUA E COLUNA 43 GAVETA 04;1000993199;28 01 9603;140,95
RUA E COLUNA 43 GAVETA 04;1000993189;28 01 9603;24,25
RUA E COLUNA 43 GAVETA 04;1000993210;28 01 9603;110,14
RUA F COLUNA 07 GAVETA 06;1000994672;28 01 9603;135,11
RUA F COLUNA 10 GAVETA 05;1000770488;28 01 9603;137,6
RUA F COLUNA 10 GAVETA 05;1000787768;28 01 9603;135,2
RUA F COLUNA 10 GAVETA 05;1000770496;28 01 9603;115,1
RUA F COLUNA 10 GAVETA 05;1000787769;28 01 9603;135,2
RUA F COLUNA 10 GAVETA 05;1000770493;28 01 9603;136,2
RUA F COLUNA 10 GAVETA 05;1000787771;28 01 9603;116,8
RUA F COLUNA 10 GAVETA 05;1000770495;28 01 9603;136,3
SALA DE AMOSTRA COLUNA 01 GAVETA 01;1000790076;28 01 9603;133,5
DEPOSITO ALGODAO COLUNA 22 GAVETA 01;1000930665;28 01 9610;123,85
DEPOSITO ALGODAO COLUNA 22 GAVETA 01;1000930668;28 01 9610;54,21
DEPOSITO ALGODAO COLUNA 22 GAVETA 01;1000930660;28 01 9610;92,03
DEPOSITO ALGODAO COLUNA 22 GAVETA 01;1000931083;28 01 9610;133,89
DEPOSITO ALGODAO COLUNA 22 GAVETA 01;1000931043;28 01 9610;134,59
DEPOSITO ALGODAO COLUNA 22 GAVETA 01;1000931289;28 01 9610;23,06
DEPOSITO ALGODAO COLUNA 22 GAVETA 01;1000931078;28 01 9610;132,35
DEPOSITO ALGODAO COLUNA 22 GAVETA 01;1000931117;28 01 9610;128,52
DEPOSITO ALGODAO COLUNA 22 GAVETA 01;1000931935;28 01 9610;130,12
DEPOSITO ALGODAO COLUNA 22 GAVETA 01;1000931948;28 01 9610;24,7
DEPOSITO ALGODAO COLUNA 22 GAVETA 01;1000931115;28 01 9610;134,14
DEPOSITO ALGODAO COLUNA 22 GAVETA 01;1000931116;28 01 9610;129,87
DEPOSITO ALGODAO COLUNA 22 GAVETA 01;1000930656;28 01 9610;124,41
DEPOSITO ALGODAO COLUNA 22 GAVETA 01;1000931119;28 01 9610;128,72
DEPOSITO ALGODAO COLUNA 22 GAVETA 01;1000930929;28 01 9610;101,19
DEPOSITO ALGODAO COLUNA 22 GAVETA 01;1000930940;28 01 9610;135,21
DEPOSITO ALGODAO COLUNA 22 GAVETA 01;1000930944;28 01 9610;35,78
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000947769;28 01 9610;127,98
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000947768;28 01 9610;127,31
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000901248;28 01 9610;131,7
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000932919;28 01 9610;131,94
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000901252;28 01 9610;130,2
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000932937;28 01 9610;133,16
RUA A COLUNA 02 GAVETA 08;1000923326;28 01 9610;138
RUA A COLUNA 02 GAVETA 08;1000923331;28 01 9610;69
RUA A COLUNA 02 GAVETA 08;1000923327;28 01 9610;129,6
RUA A COLUNA 02 GAVETA 08;1000923330;28 01 9610;129,8
RUA A COLUNA 02 GAVETA 08;1000923329;28 01 9610;129,2
RUA A COLUNA 02 GAVETA 08;1000923328;28 01 9610;129,6
RUA A COLUNA 03 GAVETA 08;1000923316;28 01 9610;133
RUA A COLUNA 03 GAVETA 08;1000923318;28 01 9610;128,6
RUA A COLUNA 03 GAVETA 08;1000923319;28 01 9610;69,1
RUA A COLUNA 03 GAVETA 08;1000923313;28 01 9610;132,8
RUA A COLUNA 03 GAVETA 08;1000923315;28 01 9610;133,4
RUA A COLUNA 09 GAVETA 04;1000922637;28 01 9610;135,2
RUA A COLUNA 09 GAVETA 04;1000910116;28 01 9610;134,1
RUA A COLUNA 09 GAVETA 04;1000909835;28 01 9610;136,8
RUA A COLUNA 09 GAVETA 04;1000922643;28 01 9610;133,3
RUA A COLUNA 09 GAVETA 04;1000922649;28 01 9610;134
RUA A COLUNA 09 GAVETA 04;1000887375;28 01 9610;136,1
RUA A COLUNA 09 GAVETA 04;1000887377;28 01 9610;136,1
RUA A COLUNA 10 GAVETA 05;1000910116;28 01 9610;134,1
RUA A COLUNA 12 GAVETA 03;1000909754;28 01 9610;130,4
RUA A COLUNA 12 GAVETA 03;1000922031;28 01 9610;50,2
RUA A COLUNA 12 GAVETA 03;1000889046;28 01 9610;135
RUA A COLUNA 12 GAVETA 03;1000889043;28 01 9610;132,5
RUA A COLUNA 13 GAVETA 01;1000774675;28 01 9610;22,9
RUA A COLUNA 13 GAVETA 01;1000887194;28 01 9610;133,2
RUA A COLUNA 13 GAVETA 01;1000772414;28 01 9610;46,7
RUA A COLUNA 13 GAVETA 01;1000809079;28 01 9610;27,9
RUA A COLUNA 15 GAVETA 06;1000868687;28 01 9610;132,1
RUA A COLUNA 15 GAVETA 06;1000909765;28 01 9610;61,8
RUA A COLUNA 15 GAVETA 06;1000879401;28 01 9610;134,2
RUA A COLUNA 15 GAVETA 06;1000909756;28 01 9610;130,7
RUA A COLUNA 15 GAVETA 06;1000909763;28 01 9610;127,3
RUA A COLUNA 15 GAVETA 06;1000923441;28 01 9610;138,2
RUA A COLUNA 15 GAVETA 06;1000868647;28 01 9610;136,4
RUA A COLUNA 16 GAVETA 06;1000901257;28 01 9610;136,9
RUA A COLUNA 16 GAVETA 06;1000901260;28 01 9610;125
RUA A COLUNA 19 GAVETA 04;1000888639;28 01 9610;137,1
RUA A COLUNA 19 GAVETA 04;1000901585;28 01 9610;134,3
RUA A COLUNA 19 GAVETA 04;1000888640;28 01 9610;137,6
RUA A COLUNA 19 GAVETA 04;1000888636;28 01 9610;136,5
RUA A COLUNA 19 GAVETA 04;1000888631;28 01 9610;138,2
RUA A COLUNA 19 GAVETA 04;1000901601;28 01 9610;58,5
RUA A COLUNA 19 GAVETA 06;1000901237;28 01 9610;129,7
RUA A COLUNA 21 GAVETA 06;1000947645;28 01 9610;130,35
RUA A COLUNA 21 GAVETA 06;1000949090;28 01 9610;135,65
RUA A COLUNA 21 GAVETA 06;1000949165;28 01 9610;22,08
RUA A COLUNA 21 GAVETA 06;1000949162;28 01 9610;132,48
RUA A COLUNA 21 GAVETA 06;1000949091;28 01 9610;135,61
RUA A COLUNA 21 GAVETA 06;1000888766;28 01 9610;134,5
RUA A COLUNA 22 GAVETA 05;1000910580;28 01 9610;52,6
RUA A COLUNA 22 GAVETA 05;1000910579;28 01 9610;127,5
RUA A COLUNA 22 GAVETA 05;1000902351;28 01 9610;136,5
RUA A COLUNA 22 GAVETA 05;1000887391;28 01 9610;136,5
RUA A COLUNA 22 GAVETA 05;1000923454;28 01 9610;137,04
RUA A COLUNA 22 GAVETA 05;1000923458;28 01 9610;116,86
RUA A COLUNA 22 GAVETA 05;1000910578;28 01 9610;117,9
RUA A COLUNA 33 GAVETA 04;1000910410;28 01 9610;133,4
RUA A COLUNA 33 GAVETA 04;1000894419;28 01 9610;128,1
RUA A COLUNA 33 GAVETA 04;1000910411;28 01 9610;134,7
RUA A COLUNA 33 GAVETA 04;1000910412;28 01 9610;134,8
RUA A COLUNA 33 GAVETA 04;1000932949;28 01 9610;85,53
RUA A COLUNA 33 GAVETA 04;1000932948;28 01 9610;125,96
RUA A COLUNA 34 GAVETA 04;1000949538;28 01 9610;117,54
RUA A COLUNA 34 GAVETA 04;1000949535;28 01 9610;130,64
RUA A COLUNA 34 GAVETA 04;1000949536;28 01 9610;106,67
RUA A COLUNA 34 GAVETA 04;1000949537;28 01 9610;130,57
RUA A COLUNA 34 GAVETA 04;1000949534;28 01 9610;129,61
RUA B COLUNA 23 GAVETA 01;1000905446;28 01 9610;44
RUA B COLUNA 23 GAVETA 01;1000951191;28 01 9610;128,71
RUA B COLUNA 23 GAVETA 01;1000951193;28 01 9610;122,69
RUA B COLUNA 23 GAVETA 01;1000951178;28 01 9610;134,09
RUA B COLUNA 23 GAVETA 01;1000951195;28 01 9610;128,38
RUA B COLUNA 23 GAVETA 01;1000951196;28 01 9610;128,45
RUA C COLUNA 01 GAVETA 04;1000901585;28 01 9610;134,3
RUA C COLUNA 01 GAVETA 04;1000901601;28 01 9610;58,5
RUA C COLUNA 02 GAVETA 01;1000951176;28 01 9610;133,7
RUA C COLUNA 02 GAVETA 01;1000951171;28 01 9610;134,53
RUA C COLUNA 02 GAVETA 01;1000951177;28 01 9610;134,35
RUA C COLUNA 02 GAVETA 01;1000951175;28 01 9610;134,66
RUA C COLUNA 02 GAVETA 01;1000951170;28 01 9610;131,92
RUA C COLUNA 05 GAVETA 03;1000949155;28 01 9610;131,02
RUA C COLUNA 05 GAVETA 03;1000930655;28 01 9610;131,1
RUA C COLUNA 05 GAVETA 03;1000951174;28 01 9610;134,1
RUA C COLUNA 05 GAVETA 03;1000930934;28 01 9610;127,81
RUA C COLUNA 05 GAVETA 03;1000951201;28 01 9610;127,57
RUA C COLUNA 05 GAVETA 03;1000888768;28 01 9610;133,8
RUA C COLUNA 05 GAVETA 03;1000948933;28 01 9610;129,71
RUA C COLUNA 05 GAVETA 03;1000932941;28 01 9610;132,31
RUA C COLUNA 05 GAVETA 03;1000949102;28 01 9610;135,78
RUA C COLUNA 13 GAVETA 03;1000947648;28 01 9610;130,76
RUA C COLUNA 29 GAVETA 02;1000949547;28 01 9610;109,68
RUA C COLUNA 29 GAVETA 02;1000949544;28 01 9610;38
RUA C COLUNA 31 GAVETA 02;1000951307;28 01 9610;132,61
RUA D COLUNA 16 GAVETA 04;1000910116;28 01 9610;134,1
RUA D COLUNA 22 GAVETA 08;1000948934;28 01 9610;118,23
RUA D COLUNA 22 GAVETA 08;1000948932;28 01 9610;129,73
RUA D COLUNA 26 GAVETA 05;1000949365;28 01 9610;117,18
RUA D COLUNA 27 GAVETA 06;1000932940;28 01 9610;132,43
RUA D COLUNA 27 GAVETA 06;1000932942;28 01 9610;132,34
RUA D COLUNA 27 GAVETA 06;1000932939;28 01 9610;132,6
RUA D COLUNA 27 GAVETA 06;1000932947;28 01 9610;125,91
RUA D COLUNA 27 GAVETA 06;1000932943;28 01 9610;133,09
RUA D COLUNA 27 GAVETA 06;1000932944;28 01 9610;132,74
RUA D COLUNA 27 GAVETA 06;1000932946;28 01 9610;106,11
RUA D COLUNA 33 GAVETA 05;1000947653;28 01 9610;130,08
RUA D COLUNA 33 GAVETA 06;1000931945;28 01 9610;124,43
RUA D COLUNA 33 GAVETA 06;1000931079;28 01 9610;124,23
RUA D COLUNA 33 GAVETA 06;1000922644;28 01 9610;135
RUA D COLUNA 33 GAVETA 06;1000931118;28 01 9610;128,5
RUA D COLUNA 34 GAVETA 03;1000878508;28 01 9610;124,4
RUA D COLUNA 34 GAVETA 03;1000921925;28 01 9610;128,5
RUA D COLUNA 34 GAVETA 03;1000932816;28 01 9610;129,23
RUA D COLUNA 34 GAVETA 03;1000878509;28 01 9610;116,6
RUA D COLUNA 34 GAVETA 03;1000947630;28 01 9610;128,86
RUA D COLUNA 34 GAVETA 03;1000947632;28 01 9610;133,29
RUA D COLUNA 34 GAVETA 03;1000932910;28 01 9610;131,88
RUA E COLUNA 08 GAVETA 02;1000878219;28 01 9610;107
RUA E COLUNA 08 GAVETA 02;1000774938;28 01 9610;135,9
RUA E COLUNA 08 GAVETA 02;1000878218;28 01 9610;125,8
RUA E COLUNA 08 GAVETA 02;1000878691;28 01 9610;124,3
RUA E COLUNA 08 GAVETA 02;1000870117;28 01 9610;133,4
RUA E COLUNA 08 GAVETA 02;1000774937;28 01 9610;110,8
RUA E COLUNA 09 GAVETA 01;1000878193;28 01 9610;128,6
RUA E COLUNA 09 GAVETA 01;1000878360;28 01 9610;135,2
RUA E COLUNA 09 GAVETA 01;1000878186;28 01 9610;129
RUA E COLUNA 09 GAVETA 01;1000878197;28 01 9610;32,1
RUA E COLUNA 09 GAVETA 01;1000878187;28 01 9610;113,9
RUA E COLUNA 09 GAVETA 01;1000878183;28 01 9610;109,1
RUA E COLUNA 09 GAVETA 01;1000870221;28 01 9610;134,3
RUA E COLUNA 09 GAVETA 01;1000878191;28 01 9610;128,8
RUA E COLUNA 10 GAVETA 06;1000949603;28 01 9610;130,36
RUA E COLUNA 10 GAVETA 06;1000901248;28 01 9610;131,7
RUA E COLUNA 10 GAVETA 06;1000922666;28 01 9610;82,3
RUA E COLUNA 10 GAVETA 06;1000901226;28 01 9610;129
RUA E COLUNA 10 GAVETA 06;1000922662;28 01 9610;127,7
RUA E COLUNA 10 GAVETA 06;1000949600;28 01 9610;130,67
RUA E COLUNA 10 GAVETA 06;1000922657;28 01 9610;134
RUA E COLUNA 10 GAVETA 06;1000901252;28 01 9610;130,2
RUA E COLUNA 17 GAVETA 03;1000948986;28 01 9610;129,7
RUA E COLUNA 17 GAVETA 03;1000901228;28 01 9610;129,8
RUA E COLUNA 17 GAVETA 03;1000932870;28 01 9610;118,42
RUA E COLUNA 17 GAVETA 03;1000921947;28 01 9610;72,7
RUA E COLUNA 43 GAVETA 05;1000901257;28 01 9610;136,9
RUA E COLUNA 43 GAVETA 05;1000901260;28 01 9610;125
RUA F COLUNA 02 GAVETA 04;1000921981;28 01 9610;135,8
RUA F COLUNA 02 GAVETA 04;1000921984;28 01 9610;135,3
RUA F COLUNA 02 GAVETA 04;1000921985;28 01 9610;122,1
RUA F COLUNA 02 GAVETA 04;1000921979;28 01 9610;120,8
RUA F COLUNA 04 GAVETA 04;1000951198;28 01 9610;128,09
RUA F COLUNA 04 GAVETA 04;1000951199;28 01 9610;127,7
RUA F COLUNA 04 GAVETA 04;1000951203;28 01 9610;121,72
RUA F COLUNA 04 GAVETA 04;1000951197;28 01 9610;128,04
RUA F COLUNA 04 GAVETA 04;1000921843;28 01 9610;135,9
RUA F COLUNA 04 GAVETA 04;1000921970;28 01 9610;130,9
RUA F COLUNA 04 GAVETA 04;1000921976;28 01 9610;128,2
RUA F COLUNA 04 GAVETA 04;1000921977;28 01 9610;128,5
RUA F COLUNA 04 GAVETA 04;1000922207;28 01 9610;86,1
RUA H COLUNA 10 GAVETA 04;1000874423;28 01 9610;113,9
RUA H COLUNA 10 GAVETA 04;1000874420;28 01 9610;113
RUA H COLUNA 10 GAVETA 04;1000874421;28 01 9610;115,2
RUA H COLUNA 10 GAVETA 04;1000874422;28 01 9610;113,8
RUA H COLUNA 10 GAVETA 04;1000874425;28 01 9610;115,7
RUA H COLUNA 10 GAVETA 04;1000874424;28 01 9610;113,9
RUA H COLUNA 45 GAVETA 01;1000909756;28 01 9610;130,7
RUA H COLUNA 45 GAVETA 01;1000909763;28 01 9610;127,3
SALA DE AMOSTRA COLUNA 01 GAVETA 01;1000910110;28 01 9610;128
SALA DE AMOSTRA COLUNA 01 GAVETA 01;1000948922;28 01 9610;132,2
SALA DE AMOSTRA COLUNA 01 GAVETA 01;1000947761;28 01 9610;131,02
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000953064;28 01 9612;142,22
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000953066;28 01 9612;113,18
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000953067;28 01 9612;138,19
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000953068;28 01 9612;138,4
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000953061;28 01 9612;145,72
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000953062;28 01 9612;142,54
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000953069;28 01 9612;138,2
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000953063;28 01 9612;142,39
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000953065;28 01 9612;142,17
RUA A COLUNA 20 GAVETA 06;1000958501;28 01 9612;54,94
RUA A COLUNA 20 GAVETA 06;1000919414;28 01 9612;131,1
RUA A COLUNA 20 GAVETA 06;1000958495;28 01 9612;85,06
RUA A COLUNA 20 GAVETA 06;1000962561;28 01 9612;113,95
RUA A COLUNA 20 GAVETA 06;1000962551;28 01 9612;108,42
RUA A COLUNA 20 GAVETA 06;1000962552;28 01 9612;61,38
RUA B COLUNA 14 GAVETA 01;1000958369;28 01 9612;138,31
RUA B COLUNA 14 GAVETA 01;1000958368;28 01 9612;138,02
RUA B COLUNA 14 GAVETA 01;1000954077;28 01 9612;134,61
RUA B COLUNA 14 GAVETA 01;1000958371;28 01 9612;56,7
RUA B COLUNA 16 GAVETA 04;1000956381;28 01 9612;141,32
RUA B COLUNA 16 GAVETA 04;1000956375;28 01 9612;145,42
RUA B COLUNA 16 GAVETA 04;1000956380;28 01 9612;141,74
RUA B COLUNA 16 GAVETA 04;1000956376;28 01 9612;145,57
RUA B COLUNA 16 GAVETA 04;1000956372;28 01 9612;146,38
RUA B COLUNA 16 GAVETA 04;1000956378;28 01 9612;141,73
RUA C COLUNA 21 GAVETA 08;1000962544;28 01 9612;140,09
RUA C COLUNA 21 GAVETA 08;1000962548;28 01 9612;138,38
RUA C COLUNA 21 GAVETA 08;1000962549;28 01 9612;138,38
RUA C COLUNA 21 GAVETA 08;1000962543;28 01 9612;139,78
RUA C COLUNA 21 GAVETA 08;1000962547;28 01 9612;138,55
RUA C COLUNA 21 GAVETA 08;1000962546;28 01 9612;139
RUA C COLUNA 21 GAVETA 08;1000962545;28 01 9612;139,98
RUA C COLUNA 21 GAVETA 08;1000962542;28 01 9612;139,73
RUA C COLUNA 33 GAVETA 07;1000958361;28 01 9612;143,54
RUA C COLUNA 33 GAVETA 07;1000958362;28 01 9612;142,35
RUA C COLUNA 33 GAVETA 07;1000958363;28 01 9612;139,47
RUA C COLUNA 33 GAVETA 07;1000958365;28 01 9612;107,4
RUA C COLUNA 33 GAVETA 07;1000958360;28 01 9612;144,65
RUA C COLUNA 33 GAVETA 07;1000958359;28 01 9612;145,44
RUA D COLUNA 03 GAVETA 02;1000956422;28 01 9612;136,25
RUA D COLUNA 03 GAVETA 02;1000956423;28 01 9612;33,22
RUA D COLUNA 03 GAVETA 02;1000956421;28 01 9612;62,29
RUA D COLUNA 36 GAVETA 07;1000919416;28 01 9612;102,3
RUA D COLUNA 36 GAVETA 07;1000956391;28 01 9612;95,28
RUA D COLUNA 36 GAVETA 07;1000956374;28 01 9612;145,99
RUA D COLUNA 36 GAVETA 07;1000956419;28 01 9612;135,81
RUA D COLUNA 36 GAVETA 07;1000962550;28 01 9612;125,97
RUA D COLUNA 36 GAVETA 07;1000953094;28 01 9612;143,04
RUA D COLUNA 36 GAVETA 07;1000958364;28 01 9612;141,37
RUA D COLUNA 36 GAVETA 07;1000953082;28 01 9612;36,9
RUA F COLUNA 04 GAVETA 01;1000953073;28 01 9612;138,07
RUA F COLUNA 04 GAVETA 01;1000953074;28 01 9612;138,56
RUA F COLUNA 04 GAVETA 01;1000953070;28 01 9612;138,33
RUA F COLUNA 04 GAVETA 01;1000953081;28 01 9612;141,35
RUA F COLUNA 04 GAVETA 01;1000953085;28 01 9612;143,25
RUA F COLUNA 04 GAVETA 01;1000953071;28 01 9612;138,17
RUA H COLUNA 01 GAVETA 04;1000956415;28 01 9612;142,39
RUA H COLUNA 01 GAVETA 04;1000956418;28 01 9612;143,28
RUA H COLUNA 01 GAVETA 04;1000956420;28 01 9612;141,6
RUA H COLUNA 01 GAVETA 04;1000956416;28 01 9612;142,58
RUA H COLUNA 01 GAVETA 04;1000956417;28 01 9612;143,01
RUA H COLUNA 01 GAVETA 04;1000956412;28 01 9612;143,27
RUA H COLUNA 01 GAVETA 04;1000956413;28 01 9612;142,94
RUA H COLUNA 01 GAVETA 04;1000956414;28 01 9612;142,15
RUA H COLUNA 03 GAVETA 04;1000964155;28 01 9612;47,97
RUA H COLUNA 12 GAVETA 02;1000956408;28 01 9612;122,39
RUA H COLUNA 12 GAVETA 02;1000956384;28 01 9612;48,99
RUA H COLUNA 12 GAVETA 02;1000956388;28 01 9612;142,36
RUA H COLUNA 12 GAVETA 02;1000956382;28 01 9612;137,94
RUA H COLUNA 12 GAVETA 02;1000956390;28 01 9612;141,98
RUA H COLUNA 12 GAVETA 02;1000956410;28 01 9612;143,68
RUA H COLUNA 12 GAVETA 02;1000956411;28 01 9612;142,89
RUA H COLUNA 46 GAVETA 03;1000953116;28 01 9612;39,9
RUA H COLUNA 46 GAVETA 03;1000953112;28 01 9612;52,87
RUA H COLUNA 46 GAVETA 03;1000953106;28 01 9612;108,98
RUA H COLUNA 46 GAVETA 03;1000953111;28 01 9612;36,6
RUA H COLUNA 46 GAVETA 03;1000953113;28 01 9612;142,06
RUA H COLUNA 46 GAVETA 03;1000953109;28 01 9612;141,25
RUA H COLUNA 46 GAVETA 03;1000953110;28 01 9612;141,58
RUA H COLUNA 46 GAVETA 03;1000953108;28 01 9612;140,01
RUA H COLUNA 46 GAVETA 03;1000953114;28 01 9612;142,06
RUA H COLUNA 46 GAVETA 04;1000953097;28 01 9612;116,94
RUA H COLUNA 46 GAVETA 04;1000953103;28 01 9612;110,01
RUA H COLUNA 46 GAVETA 04;1000953099;28 01 9612;140,01
RUA H COLUNA 46 GAVETA 04;1000953095;28 01 9612;142,06
RUA H COLUNA 46 GAVETA 04;1000953104;28 01 9612;110,92
RUA H COLUNA 46 GAVETA 04;1000953105;28 01 9612;89,27
RUA H COLUNA 46 GAVETA 04;1000953100;28 01 9612;121,28
RUA H COLUNA 46 GAVETA 04;1000953101;28 01 9612;110,01
RUA H COLUNA 46 GAVETA 04;1000953102;28 01 9612;110,01
RUA H COLUNA 46 GAVETA 05;1000953089;28 01 9612;143,22
RUA H COLUNA 46 GAVETA 05;1000953093;28 01 9612;143,4
RUA H COLUNA 46 GAVETA 05;1000953086;28 01 9612;143,24
RUA H COLUNA 46 GAVETA 05;1000953090;28 01 9612;143,38
RUA H COLUNA 46 GAVETA 05;1000953091;28 01 9612;143,23
RUA H COLUNA 46 GAVETA 05;1000953092;28 01 9612;143,36
RUA H COLUNA 46 GAVETA 05;1000953088;28 01 9612;143,26
RUA H COLUNA 46 GAVETA 05;1000953087;28 01 9612;143,42
SALA DE AMOSTRA COLUNA 01 GAVETA 01;1000956389;28 01 9612;142,04
SALA DE AMOSTRA COLUNA 01 GAVETA 01;1000958367;28 01 9612;138,39
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000884008;28 01 9700;74,5
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000881727;28 01 9700;133,5
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000888104;28 01 9700;28,3
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000881728;28 01 9700;133,5
RUA A COLUNA 05 GAVETA 06;1000901650;28 01 9700;129,4
RUA A COLUNA 05 GAVETA 06;1000909820;28 01 9700;136,6
RUA A COLUNA 05 GAVETA 06;1000909821;28 01 9700;101
RUA A COLUNA 05 GAVETA 06;1000901653;28 01 9700;130,6
RUA A COLUNA 09 GAVETA 03;1000881690;28 01 9700;137,1
RUA A COLUNA 09 GAVETA 03;1000881716;28 01 9700;133,3
RUA A COLUNA 09 GAVETA 03;1000900933;28 01 9700;135,4
RUA A COLUNA 09 GAVETA 03;1000902685;28 01 9700;135,2
RUA A COLUNA 09 GAVETA 03;1000901023;28 01 9700;131,2
RUA A COLUNA 09 GAVETA 03;1000881717;28 01 9700;134
RUA A COLUNA 09 GAVETA 03;1000900956;28 01 9700;111,4
RUA A COLUNA 19 GAVETA 03;1000881726;28 01 9700;133
RUA A COLUNA 19 GAVETA 03;1000881725;28 01 9700;134,1
RUA A COLUNA 19 GAVETA 03;1000881685;28 01 9700;135,2
RUA A COLUNA 19 GAVETA 03;1000881723;28 01 9700;133,5
RUA A COLUNA 19 GAVETA 03;1000881678;28 01 9700;136,8
RUA A COLUNA 19 GAVETA 03;1000881682;28 01 9700;135,6
RUA A COLUNA 19 GAVETA 03;1000881721;28 01 9700;132,8
RUA A COLUNA 19 GAVETA 03;1000881684;28 01 9700;134,9
